"Gene","baseMean","log2FC","lfcSE","stat","PValue","FDR","log2FCabs"
"ryeA",3368.82570923887,-2.83764929684218,0.524750229781902,-5.4076189695459,6.38681179588733e-08,2.50491930526774e-06,2.83764929684218
"sgcB",58.4322073780165,-2.89491770432586,0.632259173180437,-4.57868834035832,4.67900748017072e-06,0.000128222801139294,2.89491770432586
"sgcC",295.069359322074,-2.39656346012893,0.545661148927289,-4.3920360920698,1.12294051802919e-05,0.000277489636680624,2.39656346012893
"sgcR",177.925147902258,-1.3582168580701,0.364359371279888,-3.72768471220894,0.000193246920655302,0.00354562483176573,1.3582168580701
"sgcX",355.138138295069,-1.31736472172378,0.349353020634096,-3.77086970461193,0.00016267960019064,0.00308022369379517,1.31736472172378
"srlA",75.7509942622615,-2.6630554907217,0.453676424692591,-5.86994462523851,4.35940719243401e-09,2.00392104813499e-07,2.6630554907217
"srlE",100.54467962083,-2.02575311369645,0.416389907092322,-4.86503894352871,1.14434272995654e-06,3.62375197819572e-05,2.02575311369645
"sroH",577.046322369686,1.26451493206394,0.348854217283614,3.62476607538303,0.000289223119193253,0.00482980013496545,1.26451493206394
"tar",73.5206769796367,-1.22920045722198,0.410812122752242,-2.99212313645208,0.00277044491697929,0.0329397172888386,1.22920045722198
"tdcA",60.7611957718967,-3.12395637840082,0.710568900936198,-4.39641584972957,1.10052998218432e-05,0.000273532888013834,3.12395637840082
"tdcB",141.884315822931,-4.22826413512341,0.806474904880577,-5.24289610195562,1.58075560592478e-07,5.92261156893415e-06,4.22826413512341
"tdcC",445.580764405244,-2.20039882977951,0.596490864411294,-3.68890616950385,0.000225220254575278,0.00399508957804695,2.20039882977951
"tdcD",101.577661128645,-2.79760079733435,0.675915078637588,-4.13898267068306,3.48849296420171e-05,0.000780801435704834,2.79760079733435
"thiC",15344.2872177088,2.23850451841338,0.425237282400202,5.26413043037619,1.40854429273211e-07,5.32878482427412e-06,2.23850451841338
"thiD",1509.70759373717,1.102582642047,0.267636640747445,4.11969989971385,3.79366176002333e-05,0.000840305907984441,1.102582642047
"thiE",2132.38430144179,2.28787254736748,0.451927955634134,5.06247183615184,4.13855218258097e-07,1.42679924036562e-05,2.28787254736748
"thiF",2333.02274870694,2.26979762899406,0.476156447808513,4.76691566278414,1.87067568119582e-06,5.5535684285501e-05,2.26979762899406
"thiG",1968.00318907847,1.81194242304405,0.415676212660285,4.35902360505019,1.30644022150016e-05,0.000319144682680754,1.81194242304405
"thiH",5105.88763091501,1.43706943298084,0.377259591992011,3.80923232565885,0.000139398928563008,0.00272114346852448,1.43706943298084
"thiM",2404.80205156927,1.26049425369988,0.316764007501897,3.97928496877074,6.91228475040235e-05,0.0014344668596102,1.26049425369988
"thiS",171.288923462683,2.22072408032882,0.440617591367738,5.04002591779275,4.65468805204601e-07,1.57926916051561e-05,2.22072408032882
"tnaA",2804.04826925871,-7.06293325183295,0.490272845850479,-14.4061277543953,4.73524849327408e-47,2.53039841359334e-44,7.06293325183295
"tnaB",351.95105723928,-3.83542558109931,0.505535662084821,-7.58685463510542,3.27764442505611e-14,4.12115585797497e-12,3.83542558109931
"tnaC",104.380068551684,-8.06058247139925,1.22912918527278,-6.55796198477733,5.45481094615842e-11,3.37961112968511e-09,8.06058247139925
"treA",1064.57109932093,-1.49258443338271,0.484901905590123,-3.07811624614311,0.00208313637696404,0.0255902529066703,1.49258443338271
"trpA",3751.38389574755,2.3165672948594,0.376911439810774,6.14618462104101,7.93688978825248e-10,3.9917886876211e-08,2.3165672948594
"trpB",4466.19282486656,2.29244776545795,0.501285850141687,4.57313479885778,4.80480797959669e-06,0.000130831554858445,2.29244776545795
"trpC",1658.97933910904,1.8961184774446,0.450923015939698,4.20497160361885,2.6111493826328e-05,0.000606666500584523,1.8961184774446
"trpD",1307.15734171319,2.72242581178453,0.661708837999546,4.11423522770962,3.88465153157654e-05,0.000856025015334521,2.72242581178453
"trpE",3777.79367309372,3.96706535292149,0.886508028687669,4.47493448964482,7.64347444485719e-06,0.00019924300763271,3.96706535292149
"trpL",178.879235077148,1.78758133104527,0.570602466860579,3.13279635975013,0.00173149528188685,0.0222956094279104,1.78758133104527
"tsgA",670.728128518367,2.05094694146503,0.302667982271669,6.77622696022119,1.23354848860182e-11,9.09210308409098e-10,2.05094694146503
"ucpA",2238.83086427305,-2.46106091484966,0.237525295471651,-10.361258197628,3.72035578309383e-25,1.32537674772718e-22,2.46106091484966
"uidA",243.169116505184,-1.30820915444756,0.319839155537751,-4.09020950623775,4.30983704445771e-05,0.000930532998235187,1.30820915444756
"uspG",4677.91119498863,-1.30993730312354,0.451144661073781,-2.90358595845006,0.00368915683439096,0.0409640142000555,1.30993730312354
"wcaE",45.4555585016151,2.66352204458021,0.861040164181934,3.09337723764697,0.00197892407945184,0.0246644327686782,2.66352204458021
"wza",44.9840630739236,3.36534479307741,0.892776724142453,3.76952568550659,0.000163558076840118,0.00308022369379517,3.36534479307741
"xdhA",341.836869072673,-1.77041472999394,0.27809866442539,-6.36613891566859,1.93845881798578e-10,1.07622226582977e-08,1.77041472999394
"xdhB",88.3842791982997,-1.44751787722173,0.324269602270969,-4.46393330452277,8.04686217886372e-06,0.000207230938642424,1.44751787722173
"xdhC",80.7250346525026,-1.37084348943417,0.317417728392406,-4.31873637423135,1.56925092778068e-05,0.000379013995269063,1.37084348943417
"xseA",2885.73251572999,1.06256296024951,0.27739107282594,3.83055932342946,0.000127852303326977,0.0025304101700131,1.06256296024951
"xylF",268.477589291126,-3.99251910691027,0.440634110879024,-9.06084891826819,1.29439187291075e-19,2.91238171404918e-17,3.99251910691027
"xylG",416.494045757506,-1.68503561952,0.353147657459034,-4.77147613449898,1.82880652805972e-06,5.46723629891979e-05,1.68503561952
"xylH",123.361266505091,-1.29504631132062,0.410239462413428,-3.1568057926507,0.00159507542416906,0.0207262840070599,1.29504631132062
"yadI",320.42775653106,-1.30480118890671,0.331757552793926,-3.93299618326157,8.38935703122964e-05,0.00171600484729697,1.30480118890671
"yadL",36.0210007001061,-1.38668707128814,0.44930902724142,-3.08626577080335,0.00202687567145925,0.0251156333202559,1.38668707128814
"yadM",43.4515169498639,-1.35542714713522,0.428102234653591,-3.16612957704367,0.00154481961512406,0.0201960362527687,1.35542714713522
"yagE",61.5972110579715,-1.73283313244633,0.532733273403576,-3.25272180086564,0.00114305347776116,0.0157123910528263,1.73283313244633
"yahN",135.382003079731,-2.60922847965254,0.350833884453188,-7.43721913782445,1.0282689789085e-13,1.15680260127206e-11,2.60922847965254
"yaiZ",455.350125151215,-2.00424043707963,0.386065368859394,-5.19145356912233,2.08658625352138e-07,7.62406515709735e-06,2.00424043707963
"ybaE",391.021085261591,-1.29179102657469,0.291976996816014,-4.42429040870193,9.67597889809695e-06,0.000244762188102748,1.29179102657469
"ybaP",722.450169211882,1.10261777286798,0.216906110444253,5.08338732647814,3.70762553889443e-07,1.2886259494938e-05,1.10261777286798
"ybdD",184.906109545419,-1.16486464021262,0.330731647982771,-3.52208398354821,0.000428168477508556,0.00665607360490574,1.16486464021262
"ybdL",606.626325388951,1.62045920152583,0.559349782775093,2.89704090611472,0.00376700634006089,0.0415050311952585,1.62045920152583
"ybeL",2310.53298606129,-1.67888307933397,0.461922591492349,-3.63455503206704,0.00027846081638373,0.00471873325535596,1.67888307933397
"ybhQ",379.414549584186,-1.91561568951368,0.386810355557682,-4.95233817293192,7.33270296513457e-07,2.41133116738079e-05,1.91561568951368
"ybiA",330.97847043114,-1.39647088748853,0.327813808213149,-4.25995138856546,2.04471369079074e-05,0.0004856195015628,1.39647088748853
"ycaM",166.696705884033,-1.38966927817558,0.382427043485766,-3.6338153952423,0.000279260704936855,0.00471873325535596,1.38966927817558
"ychH",9476.9167713641,-2.76356078373684,0.600359653277346,-4.60317539436675,4.16097517821799e-06,0.000116880678123615,2.76356078373684
"ychN",2103.10966419192,-1.29194633167349,0.263223050861565,-4.908180827799,9.19250794116175e-07,2.9998451487379e-05,1.29194633167349
"yciG",2839.80988663489,2.50791461113252,0.761122443490253,3.29502123158011,0.000984142439171903,0.0138395030508549,2.50791461113252
"ydbC",1112.20264829688,-1.81875595546248,0.361789435790344,-5.02711183782724,4.97921992972733e-07,1.66298165621753e-05,1.81875595546248
"ydbD",168.583204374376,-1.41668395440116,0.436561417793734,-3.24509655837363,0.00117410804129748,0.015985069670531,1.41668395440116
"ydcH",9899.82831213538,-3.69311306594733,0.526092830982316,-7.01988859846575,2.22045215027696e-12,1.90418154120948e-10,3.69311306594733
"ydcJ",528.665274928718,-2.56928692277743,0.608096231188226,-4.2251321271257,2.38800626807094e-05,0.000560919054725454,2.56928692277743
"ydcS",1385.41780929995,-4.03015425564994,0.632606046562716,-6.3707172537283,1.88146219310126e-10,1.05832248361946e-08,4.03015425564994
"ydcT",468.351614022792,-3.99120815901377,0.700161466677653,-5.70041104654404,1.19518886363413e-08,5.10943239203589e-07,3.99120815901377
"ydcU",367.675109364155,-3.11456870380009,0.643435899126096,-4.84052678445552,1.29495400457556e-06,4.01154229678298e-05,3.11456870380009
"ydcV",327.975246861161,-3.03755389022629,0.682340868143032,-4.45166636214081,8.52064824533955e-06,0.000216820066957301,3.03755389022629
"ydcY",1155.97039029698,1.141400061089,0.309967716525867,3.68231915853,0.00023112181029183,0.00408283363222138,1.141400061089
"yddA",585.093097100462,-1.59308897863831,0.465390129760891,-3.42312583951191,0.000619054114746116,0.00922110223184545,1.59308897863831
"yddH",142.429831276496,-1.39991936973326,0.46792723827271,-2.99174584258201,0.00277387092958641,0.0329397172888386,1.39991936973326
"ydeM",153.64087291949,-3.59558940168486,0.371933632577768,-9.66728762001121,4.15237293087029e-22,9.86188571081693e-20,3.59558940168486
"ydeN",1465.73197733318,-4.10780718982976,0.423458318998274,-9.70061752369661,2.99679311213539e-22,7.53605326728164e-20,4.10780718982976
"ydiH",8940.68803478754,1.7053099164462,0.506798295152763,3.36486908649164,0.00076579984672159,0.0112501523874048,1.7053099164462
"ydiL",40.7162583544911,-2.131776289097,0.463418930395505,-4.60010618745685,4.22275626833333e-06,0.000117222617189123,2.131776289097
"ydiM",47.8256251028003,-2.06550054196953,0.390217180184878,-5.29320759529585,1.20189350594247e-07,4.58758458741432e-06,2.06550054196953
"yeaD",1784.54565866395,2.21289460636527,0.605418653868998,3.65514771013994,0.000257033945213082,0.00443072627333034,2.21289460636527
"yeaV",84.3515509050132,-1.37523578656798,0.346696701905261,-3.96668263358265,7.28799338423061e-05,0.00150512906848241,1.37523578656798
"yehT",550.659766288965,-2.02274211181661,0.29328890889628,-6.89675623748848,5.32033580347013e-12,4.29140293581789e-10,2.02274211181661
"yehU",926.00386703816,-2.38274787947509,0.376804876744024,-6.32355902626432,2.55606499646225e-10,1.36589723248451e-08,2.38274787947509
"yeiL",64.3790835843714,-1.18229283910429,0.326556558226292,-3.62048413765129,0.000294052279027164,0.00489133654801994,1.18229283910429
"yfeC",1033.38785885429,-1.0561724889535,0.314727519048857,-3.35583139391616,0.000791267928678175,0.0115844876544493,1.0561724889535
"yfeD",862.335683689323,-1.00914518294227,0.34087972478452,-2.96041421524902,0.00307225668826916,0.0354013405454196,1.00914518294227
"yfeW",496.630527635744,-2.59563229455752,0.43142437020275,-6.01642483325105,1.78311237127755e-09,8.46978376356835e-08,2.59563229455752
"yfhH",161.663206705519,-1.22232464982777,0.321266764687302,-3.80470308224223,0.000141974390263886,0.00275882053808233,1.22232464982777
"ygcB",920.936242799503,-2.53224555013972,0.562155351178213,-4.50452983295884,6.65200529973204e-06,0.000179284160944032,2.53224555013972
"ygcE",193.634266255108,-1.3765421014842,0.36868382557608,-3.73366555837731,0.000188713046686671,0.00349241677309748,1.3765421014842
"ygcN",251.82386531664,-2.12023312086616,0.50862916058227,-4.16852450700811,3.06577802287239e-05,0.000700866366191415,2.12023312086616
"ygcO",24.5460961246955,-1.60116044032818,0.534295104290715,-2.99677168566563,0.00272854982747801,0.0325825433309176,1.60116044032818
"ygcP",129.444397610602,-1.84760483285095,0.356093070047208,-5.18854476052009,2.11943821189925e-07,7.67847318294007e-06,1.84760483285095
"ygcW",35.2081376694664,-3.17631761095032,0.473371579828842,-6.7099879804757,1.94640446024891e-11,1.34207726896195e-09,3.17631761095032
"ygdG",2084.09412726719,-5.19351522405698,0.320473347118857,-16.2057633520794,4.5915018866263e-59,2.80409579504677e-56,5.19351522405698
"ygeV",3988.36718061604,-3.4505219963644,0.412841384605785,-8.35798474917734,6.3798691443955e-17,9.74069306867528e-15,3.4505219963644
"ygeW",110.567871240107,-2.1062858245406,0.690844470430189,-3.04885674662637,0.0022971399119274,0.0278985031917319,2.1062858245406
"ygeY",87.0212415637927,-1.79312297883095,0.483953833446459,-3.70515296068902,0.000211263203026111,0.00384319231036862,1.79312297883095
"ygfT",111.166244500506,-1.04067520987936,0.314716870079203,-3.30670297279411,0.000944009319282571,0.0133189433661155,1.04067520987936
"ygiS",745.861076901836,-1.12750193695282,0.350167931906198,-3.21988918521201,0.00128240158388468,0.0172398326135441,1.12750193695282
"ygjH",56.1809716234069,-1.59218973006108,0.542259919835181,-2.93621134777032,0.00332247872162004,0.0376753223738082,1.59218973006108
"ygjR",1523.3073828053,-1.53772856127272,0.366054660224588,-4.20081678602117,2.65953752638399e-05,0.000614568806772518,1.53772856127272
"yhdW",486.383620330281,-1.52515472930602,0.408916325590925,-3.72974771085995,0.00019167159108461,0.00353187953399443,1.52515472930602
"yiaG",3194.09889879061,1.79763363996651,0.609421299529553,2.9497387789928,0.00318042706184864,0.0363199006830763,1.79763363996651
"yiaK",47.5311166181345,-1.82386329073357,0.472427624975478,-3.86061947759351,0.000113099920918877,0.00225935589686075,1.82386329073357
"yidE",659.277385184312,-1.00473205971221,0.227402926064762,-4.41828993627845,9.94849067738154e-06,0.000250175280269448,1.00473205971221
"yidF",214.088056071214,-2.18964806156053,0.355562632550744,-6.15826259877867,7.35473309316028e-10,3.7430338063405e-08,2.18964806156053
"yihL",146.94288663534,-1.00513756519302,0.305925085066607,-3.28556765776228,0.00101777096201849,0.014265478238128,1.00513756519302
"yihM",201.522756580164,-1.95953269445853,0.279156784008021,-7.01947008532033,2.2271129136953e-12,1.90418154120948e-10,1.95953269445853
"yihN",126.085077656103,-1.3589949181605,0.328876912439252,-4.13222961770394,3.59261257234476e-05,0.000799917643061139,1.3589949181605
"yjbE",472.105737271105,3.73477914510243,0.777528888144703,4.80339599215941,1.55996937372445e-06,4.76347790905145e-05,3.73477914510243
"yjbQ",3288.24413540297,1.06314994125522,0.34510604672169,3.0806470977676,0.00206551299914225,0.0254468820499514,1.06314994125522
"yjcZ",71.144078056702,-1.00733119368571,0.323030983911847,-3.11837329499204,0.00181852314402116,0.0232065266886282,1.00733119368571
"yjfN",576.18127438336,-2.55184020034208,0.314249351120464,-8.1204310883807,4.64530678758662e-16,6.47187911968462e-14,2.55184020034208
"yjhB",311.543442490619,-1.18779145292776,0.370913433398258,-3.20234142518208,0.00136315327811351,0.0182108758247977,1.18779145292776
"yjhC",496.978175793539,-1.08861827010458,0.286660043860047,-3.79759332847958,0.000146107772531526,0.00282629288494241,1.08861827010458
"yjhG",644.153585453946,-1.03903557836043,0.281193631235749,-3.69508930125561,0.000219809517608058,0.00391535703239353,1.03903557836043
"yjhH",180.67375808686,-1.39636065306652,0.257325445621218,-5.42643829760218,5.74896862184583e-08,2.29690101480289e-06,1.39636065306652
"yjhI",101.200663064619,-3.22818932740463,0.458714504224964,-7.03746948847612,1.95762384117034e-12,1.74350873354233e-10,3.22818932740463
"yjhP",91.8331154615734,-1.6225915938364,0.390451844185447,-4.15567660391365,3.24326308964712e-05,0.000733595222658278,1.6225915938364
"yjhQ",63.9509709035779,-1.98868656927209,0.444828964725799,-4.4706768825136,7.79724252650302e-06,0.000202019465459396,1.98868656927209
"yjiL",188.159836914437,-1.53429640237852,0.393304441268001,-3.90104011394327,9.57802764860035e-05,0.00194057195250078,1.53429640237852
"yjiM",749.194412320697,-1.59012088741848,0.39280175026349,-4.04815122730954,5.162378871307e-05,0.00108715121550923,1.59012088741848
"yjiT",2436.46444357853,-1.67224286318797,0.34854862792534,-4.79773187787779,1.60472388097841e-06,4.86538623488134e-05,1.67224286318797
"yjjU",1397.82307981728,1.23041795091417,0.411593189045699,2.98940308941204,0.00279523103033349,0.0331014200960545,1.23041795091417
"yjjV",934.30182332026,1.33244699985836,0.354287585874846,3.76091924465299,0.000169290081638868,0.00316032794325834,1.33244699985836
"ykgE",331.970860529624,-4.21517987343668,0.522549345944736,-8.06656807849582,7.23017732445889e-16,9.6590650193943e-14,4.21517987343668
"ykgF",559.772789220799,-2.83832473732017,0.472586544130811,-6.00593642068345,1.90230731533739e-09,8.93666348688717e-08,2.83832473732017
"ykgG",446.899604209903,-2.72626242797325,0.495213978026448,-5.50522107400541,3.68705290665647e-08,1.50115725485299e-06,2.72626242797325
"ykgL",272.95624422785,2.03412914774339,0.696694895275538,2.9196843001683,0.00350386142234411,0.0395224474420081,2.03412914774339
"ykgM",21745.9227764774,10.3609741339217,1.64701740118572,6.29074964627732,3.15936512478885e-10,1.66744270474967e-08,10.3609741339217
"ykgO",618.480290422829,8.596649678293,1.27566610628544,6.73894966397218,1.59535653548352e-11,1.11805724412984e-09,8.596649678293
"ymfD",107.497976621145,-1.20912525441925,0.364269727097176,-3.31931303777186,0.000902392087665208,0.0129453898482173,1.20912525441925
"ymfE",171.71943023023,-1.81532162083291,0.27498691256899,-6.60148369925596,4.07063032697447e-11,2.62953383152598e-09,1.81532162083291
"yncI",58.2912145116279,-1.44588706219355,0.448819970297484,-3.22153014099438,0.00127508049935228,0.0171954862294353,1.44588706219355
"ynfM",1495.97900791091,1.42928732819539,0.278940204208119,5.12399183277644,2.99133945297116e-07,1.04819476733211e-05,1.42928732819539
"yodB",1418.60969737866,1.99027028897594,0.56156745736275,3.54413394665478,0.000393905068818406,0.00626001549887987,1.99027028897594
"ypfM",4557.45520151816,-2.73252674754409,0.65832040245961,-4.15075506901328,3.31380239468769e-05,0.000745605538804731,2.73252674754409
"yqcE",94.1927560439315,-2.36188238146485,0.332093604034354,-7.11209837459116,1.14291745426443e-12,1.11361463538271e-10,2.36188238146485
"yqeB",715.840843221694,-2.88759989205526,0.49192724428556,-5.86997350847889,4.35864779423880e-09,2.00392104813499e-07,2.88759989205526
"yqeC",299.331561407557,-4.27691835015357,0.430603487240187,-9.93238205655297,3.00978021699876e-23,8.57787361844646e-21,4.27691835015357
"yqeF",527.023790281955,-2.82597642741635,0.599432051722096,-4.71442329334519,2.42396295018749e-06,7.0975627479805e-05,2.82597642741635
"yqhC",353.841499987408,-2.15524494079179,0.626647281499811,-3.43932704157505,0.000583162282937049,0.00874743424405573,2.15524494079179
"yqhD",3210.23445421044,-2.10490320645182,0.457285560923606,-4.6030388586957,4.16370504344281e-06,0.000116880678123615,2.10490320645182
"ytfJ",336.478228785224,-2.26044744678198,0.551732402753279,-4.09699962427763,4.18539581635988e-05,0.000908252137814137,2.26044744678198
"ytfQ",496.446732949557,-2.16288420967754,0.480354392813357,-4.50268435562727,6.71005046808075e-06,0.000179284160944032,2.16288420967754
"ytfR",198.389788786122,-1.76599063954892,0.533837961328583,-3.30810239712784,0.000939304584326885,0.0132964473443624,1.76599063954892
"ytfT",81.8665252791043,-1.6837966875469,0.542597308037439,-3.10321607314484,0.00191429820336364,0.02414048619286,1.6837966875469
"zinT",118812.667322557,11.2400873927626,1.66540521566833,6.74916067694184,1.48702842530466e-11,1.05950775302957e-09,11.2400873927626
"znuA",49273.9924655572,6.30915075223125,0.933477551948904,6.75876001416325,1.39177701241933e-11,1.0084485979818e-09,6.30915075223125
"znuB",1563.54020290278,2.3502971191512,0.620186088616864,3.789664364115,0.000150850970209331,0.00289187398047036,2.3502971191512
"znuC",3910.41039371243,2.19785050401267,0.613970628901007,3.5797323203339,0.00034394634934599,0.00554856846586456,2.19785050401267
